,crash_id,person_age,person_ethnicity,person_gender,has_motocycle_endorsment,person_injury_severity,vehicle_body_style,vehicle_color,vehicle_make,vehicle_model,vehicle_model_year,vehicle_make_country,injury_binary,safety_score
5499,19270900,44,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,yamaha,yzfr1,2007,japan,1,0.9235410385873267
5500,19268682,44,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,xl1200,2016,usa,1,0.8979208463525744
5501,19268965,50,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,c50,2007,japan,1,0.9730043035967242
5502,19271714,27,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flt,2019,usa,1,0.8365602105067511
5503,19276485,41,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xl883,2003,usa,1,0.8880480693840757
5504,19277272,45,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flt,2019,usa,1,0.9034959657179
5505,19278823,42,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,gry - gray,harley-davidson,flh,2005,usa,1,0.9447352564470508
5506,19269814,48,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2013,japan,1,0.8973687001182695
5507,19270701,64,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,harley-davidson,flhtc,2006,usa,1,0.9597927783826637
5508,19277012,67,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2006,usa,1,0.942819999173268
5509,19278936,20,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,indian motorcycle co.,scout,2018,Other,1,0.9582532097586364
5510,19279469,50,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,yamaha,bw200,2009,japan,1,0.9699301113657134
5511,19287491,31,w - white,2 - female,0,a - suspected serious injury,mc - motorcycle,blu - blue,all other makes,unknown,2022,Other,1,0.9633896271571847
5512,19267759,31,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,buell,xb12scg,2009,Other,1,0.9391359599316778
5513,19271719,20,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2019,usa,1,0.9239246334021509
5514,19271745,36,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2013,japan,1,0.8733152440434279
5515,19271965,39,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,zx1000,202,japan,1,0.9692014054588873
5516,19272953,22,w - white,2 - female,0,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,ex400,2021,japan,1,0.9111101871095391
5517,19284337,63,a - asian,1 - male,0,n - not injured,mc - motorcycle,blk - black,triumph motorcycle,speed triple,2016,Other,0,0.720827472871653
5518,19291481,51,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,indian motorcycle co.,ftr,2022,Other,1,0.9847833705468866
5519,19269649,31,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr600,2009,japan,1,0.9395647809746326
5520,19275940,42,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ple - purple,honda,z125,2,japan,1,0.9407802446440976
5521,19280927,70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,kawasaki,vn900,2009,japan,1,0.9855218989049107
5522,19282644,26,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,gry - gray,yamaha,yzfr1,2006,japan,1,0.7907535447056598
5523,19269730,36,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2004,japan,1,0.9168837424228016
5524,19270476,28,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2015,usa,1,0.9496344812130257
5525,19270519,29,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xlx,2017,usa,1,0.8954930769020902
5526,19273591,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxd,2015,usa,1,0.9617607481954127
5527,19275260,52,99 - unknown,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2007,japan,1,0.8194302999123523
5528,19277579,38,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,gry - gray,polaris,sportsman,2022,Other,1,0.8932082533166021
5529,19280344,28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,fz09,2015,japan,1,0.935483862181726
5530,19285878,31,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cmx500,2019,japan,1,0.9595368389177323
5531,19276232,24,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,kawasaki,ex650,2014,japan,1,0.8782564640843622
5532,19282387,32,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,harley-davidson,fld,2022,usa,1,0.8867381531729122
5533,19284950,27,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2006,japan,1,0.843816342484662
5534,19286879,41,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,vulcan 2000,2001,japan,1,0.9583138802511719
5535,19291886,19,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,fzr1000,2014,japan,1,0.760480283277973
5536,19292112,18,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,gry - gray,honda,c-series,2021,japan,1,0.9705899982553585
5537,19272778,22,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,fz1,2013,japan,1,0.915374931721463
5538,19274516,61,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,gld - gold,harley-davidson,fld,2016,usa,1,0.9219818065620028
5539,19279616,20,a - asian,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,kawasaki,ex650,2014,japan,1,0.8743810516663068
5540,19279731,23,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,mul - multicolored,honda,cbr500,2013,japan,1,0.8688609437441679
5541,19280652,43,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,yamaha,yzf1000,2017,japan,1,0.8276262888110241
5542,19283690,62,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2022,usa,1,0.9600499648682146
5543,19276593,58,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,indian motorcycle co.,scout,2022,Other,1,0.9336503907145325
5544,19277054,29,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,ple - purple,suzuki,gsx-r750,2018,japan,1,0.8324021909583154
5545,19278797,58,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,klx400,2003,japan,1,0.8913711158908151
5546,19282949,19,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,honda,cbr600,2007,japan,1,0.9110603421946997
5547,19287383,17,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2008,japan,1,0.9209197539413219
5548,19276373,53,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flstfi,2004,usa,1,0.9499969432675728
5549,19286256,14,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,yel - yellow,kawasaki,bn125,2022,japan,1,0.9632244660803033
5550,19279625,40,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhtcu,2012,usa,1,0.8800000517555846
5551,19281057,50,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,red - red,harley-davidson,fld,2006,usa,0,0.9111186168930986
5552,19281161,43,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,homemade vehicle,unknown,2007,Other,1,0.9135858131749479
5553,19284185,60,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,yzfr1,1982,japan,1,0.8698465715372288
5554,19281176,49,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ong - orange,suzuki,gsx,2004,japan,1,0.923233041539628
5555,19282258,26,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,indian motorcycle co.,scout,2018,Other,1,0.939319680945953
5556,19282358,32,w - white,1 - male,1,k - fatal injury,mc - motorcycle,grn - green,kawasaki,vulcan 2000,2008,japan,1,0.8848759896000516
5557,19285477,31,w - white,1 - male,0,n - not injured,mc - motorcycle,gry - gray,kawasaki,ninja zx,2022,japan,0,0.911606126823011
5558,19285758,33,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flfbs,2015,usa,1,0.9615618605111413
5559,19286499,21,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,gry - gray,suzuki,gsx-r750,2023,japan,1,0.9063202023855108
5560,19287819,29,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,er650,2022,japan,1,0.9426687317334853
5561,19289620,22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,all other makes,unknown,2022,Other,1,0.9311934244627169
5562,19291921,26,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,gsx,2006,japan,1,0.8760164678857492
5563,19291273,25,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,triumph motorcycle,bonneville,2014,Other,1,0.7256248072602659
5564,19291692,51,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,crf300,2022,japan,1,0.9653968623870417
5565,19292166,32,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,202,usa,1,0.9109139018603511
5566,19340756,22,a - asian,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr650,202,japan,1,0.9141370928816052
5567,19289095,39,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,fxb,2019,usa,0,0.9413181999504014
5568,19289348,50,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,bmw,f900,2022,Germany,1,0.8874205472266024
5569,19292492,20,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,kawasaki,zx600,202,japan,1,0.8127081224749927
5570,19292962,23,w - white,1 - male,0,n - not injured,mc - motorcycle,gry - gray,suzuki,gsx-r600,2022,japan,0,0.8128055320758213
5571,19292613,46,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,triumph motorcycle,speed,2009,Other,1,0.9472137955341273
5572,19357248,56,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,elw,202,usa,1,0.9233260563554896
5573,19476302,19,i - amer. indian/alaskan native,1 - male,0,n - not injured,mc - motorcycle,blk - black,can-am,renegade,2018,Other,0,0.9057734118826279
5574,19346369,42,w - white,1 - male,1,n - not injured,mc - motorcycle,sil - silver,harley-davidson,xl1200,2018,usa,0,0.8701567727908496
5575,19347634,51,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flh,2018,usa,1,0.9747103806615326
5576,19333497,25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mul - multicolored,kawasaki,krt750,2003,japan,1,0.9288829756196113
5577,19336050,37,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xg750,2016,usa,1,0.9722549593755601
5578,16358530,59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2016,usa,1,0.9347689977478257
5579,16216602,40,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,harley-davidson,flhtc,2014,usa,1,0.909440999879846
5580,16213335,15,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,suzuki,gz250,1999,japan,1,0.9081838124320568
5581,16221806,48,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,zx600,1996,japan,1,0.9057453382064814
5582,16227625,29,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,ninja zx,2014,japan,1,0.833207137469927
5583,16229190,74,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhtkl,2017,usa,1,0.9516186206964322
5584,16213440,23,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx-r1000,2006,japan,1,0.896013836400607
5585,16216159,42,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,all other makes,unknown,1998,Other,1,0.972823304581347
5586,16213631,26,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,yzfr1,2003,japan,1,0.86835470745042
5587,16219932,54,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,xlh883,2004,usa,1,0.9487171552292263
5588,16220759,62,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,flhtpi,2001,usa,1,0.9457537683787325
5589,16222884,56,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2015,usa,1,0.9523004207526602
5590,16215633,37,w - white,1 - male,1,k - fatal injury,mc - motorcycle,mul - multicolored,aprilia,rsv,2017,italy,1,0.9511622275062089
5591,16232124,47,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,yamaha,yzfr1,2005,japan,1,0.9464177071141295
5592,16234019,55,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ple - purple,harley-davidson,fld,2005,usa,1,0.9712617953409329
5593,16234407,22,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,triumph motorcycle,thunderbird,2014,Other,1,0.730315220756634
5594,16237390,28,w - white,1 - male,1,n - not injured,mc - motorcycle,whi - white,harley-davidson,xlh883,2007,usa,0,0.861078066097564
5595,16227545,26,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,honda,vt750,2002,japan,1,0.8209590904725278
5596,16232610,30,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,vespa,gts,2013,Other,1,0.9352209771712681
5597,16213121,43,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhx,2009,usa,1,0.9176040668552826
5598,16215533,23,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2018,usa,1,0.8997124763801428
5599,16215660,45,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,1600,2009,japan,1,0.9614346173250731
5600,16218125,33,a - asian,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,ex300,2014,japan,1,0.8415235593510938
5601,16218219,39,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,201,usa,1,0.9629244030966473
5602,16232170,56,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2004,usa,1,0.9378060828537397
5603,16238563,21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr1000,2015,japan,1,0.9703376619546689
5604,16215767,24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,fl250,2014,japan,1,0.9308632718576071
5605,16216519,33,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2013,usa,1,0.8703674411984782
5606,16216960,64,w - white,1 - male,1,n - not injured,mc - motorcycle,ong - orange,harley-davidson,fltru,2017,usa,0,0.9341070436448853
5607,16217528,34,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,ple - purple,harley-davidson,fld,2006,usa,1,0.9450448643510341
5608,16217801,35,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,honda,cr125,2002,japan,1,0.9546918963975034
5609,16218146,20,w - white,1 - male,0,n - not injured,mc - motorcycle,red - red,kymco usa inc,agility,2012,Other,0,0.8429267492898631
5610,16221675,29,b - black,2 - female,0,a - suspected serious injury,mc - motorcycle,pnk - pink,harley-davidson,fld,2017,usa,1,0.939238657150152
5611,16231500,43,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flstci,2017,usa,1,0.8807084358632699
5612,16218199,28,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2016,usa,1,0.9606893040080045
5613,16224530,38,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,ple - purple,honda,cbr600,2007,japan,1,0.957654941265726
5614,16224671,42,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,honda,cbr1000,2001,japan,1,0.9400217653181955
5615,16234662,55,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2007,usa,1,0.9546255778359072
5616,16220493,37,h - hispanic,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,gl12,2016,japan,1,0.9590631242300725
5617,16221551,54,b - black,1 - male,1,n - not injured,mc - motorcycle,ong - orange,honda,cbr600,2008,japan,0,0.9669124359477572
5618,16223534,21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx,2006,japan,1,0.8922145274297398
5619,16225010,22,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,fld,2007,usa,1,0.887539672277999
5620,16228180,39,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,gry - gray,harley-davidson,fld,2014,usa,1,0.9157531045314041
5621,16232788,21,i - amer. indian/alaskan native,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,xl883,2001,usa,1,0.9090575014809262
5622,16233987,49,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fls,2006,usa,1,0.9252332879684222
5623,16235707,50,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2006,usa,1,0.9387667277306029
5624,16289462,57,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,vulcan 2000,2005,japan,1,0.9427838274442103
5625,16222076,24,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,honda,cbr1000,2005,japan,1,0.9489178448936358
5626,16224576,46,w - white,1 - male,1,n - not injured,mc - motorcycle,whi - white,harley-davidson,fld,2015,usa,0,0.9448111306643766
5627,16224348,62,w - white,1 - male,1,k - fatal injury,mc - motorcycle,bro - brown,honda,cbr600,1984,japan,1,0.9465205760486081
5628,16224677,23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,pcx,2013,japan,1,0.9534329329246171
5629,16225690,27,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,ducati,monster,2017,italy,1,0.8985600751651793
5630,16228949,33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,sil - silver,harley-davidson,fld,1993,usa,1,0.9344449088733037
5631,16229601,43,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,bmw,s 1000,2017,Germany,1,0.8060905310998757
5632,16234522,28,w - white,1 - male,1,n - not injured,mc - motorcycle,blu - blue,suzuki,gsx,2017,japan,0,0.9015282939413972
5633,16226250,30,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2003,japan,1,0.8840503063693529
5634,16228716,44,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2017,japan,1,0.9323214636526621
5635,16229395,39,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2014,usa,1,0.9257511486983317
5636,16236806,62,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,honda,cmx250,2017,japan,1,0.911637208408281
5637,16237960,28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2016,japan,1,0.9326362533182898
5638,16229344,18,98 - other,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2005,japan,1,0.9566550731633154
5639,16229560,27,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,vtx1800,2002,japan,1,0.8610949007678738
5640,16230551,51,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxd,2006,usa,1,0.9530624598535087
5641,16233289,45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2017,usa,1,0.9513607085728182
5642,16233291,36,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxd,2013,usa,1,0.9267675593547084
5643,16234647,68,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,harley-davidson,fls,2012,usa,0,0.9332833331390553
5644,16234802,51,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fls,2016,usa,1,0.957434463879104
5645,16230941,58,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,flhr,2002,usa,1,0.836587964119502
5646,16231093,45,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,hyosung,gt250,2009,Other,1,0.9795820537636708
5647,16231136,24,w - white,1 - male,1,k - fatal injury,mc - motorcycle,whi - white,harley-davidson,flhtcui,2006,usa,1,0.8452348926101353
5648,16232993,34,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,sil - silver,harley-davidson,fld,2015,usa,1,0.9508313918000155
5649,16233419,34,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,fld,1968,usa,0,0.9489125493727155
5650,16236069,45,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,blk - black,yamaha,yzfr1,2003,japan,0,0.9152830359310364
5651,16237720,59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,1966,usa,1,0.9378975572658237
5652,16232910,39,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,grn - green,honda,cbr600,2004,japan,1,0.9131155668029913
5653,16233845,54,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,flhr,2007,usa,1,0.9359322525287558
5654,16237468,45,w - white,1 - male,0,k - fatal injury,mc - motorcycle,red - red,triumph motorcycle,daytona,2012,Other,1,0.8865162685555742
5655,16235605,42,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,tea - teal(green),genuine scooter co.,buddy,2016,Other,1,0.9799923992763336
5656,16279099,27,99 - unknown,99 - unknown,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,xr1200,2017,usa,0,0.4671120972518215
5657,16290047,25,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,yamaha,yzfr1,2012,japan,1,0.8940614675001262
5658,16419289,37,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2012,usa,1,0.9543686054747876
5659,16282775,33,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhr,2016,usa,1,0.8558400639173437
5660,16349771,22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,kawasaki,ninja zx,2011,japan,1,0.920647986411383
5661,16296512,35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,vt750,201,japan,1,0.9227884934230267
5662,16283112,30,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,yamaha,xv1000,1983,japan,1,0.951811246510394
5663,16285057,29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2009,usa,1,0.9361587405565145
5664,16287580,33,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsx1300,2008,japan,1,0.9731157062806663
5665,16290132,25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,kawasaki,ninja zx,2008,japan,1,0.9260981925930417
5666,16299637,12,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2017,usa,1,0.9632477585493484
5667,16358204,57,w - white,1 - male,1,n - not injured,mc - motorcycle,red - red,honda,cbr600,2002,japan,0,0.9297699656842794
5668,16279756,52,w - white,1 - male,1,n - not injured,mc - motorcycle,red - red,harley-davidson,fld,201,usa,0,0.9659044117672727
5669,16282070,50,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,xl883,2011,usa,1,0.9028208720088998
5670,16279965,22,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ex250,1998,japan,1,0.9581485238315545
5671,16280015,48,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,ducati,996,2016,italy,1,0.8103334442222557
5672,16285072,35,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2015,usa,1,0.9603986525529162
5673,16286038,20,w - white,2 - female,0,a - suspected serious injury,mc - motorcycle,whi - white,yamaha,yzfr6,2009,japan,1,0.9477360078451975
5674,16286346,22,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,whi - white,kawasaki,zx600,2002,japan,0,0.8681824875041482
5675,16295746,52,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2009,usa,1,0.9728187039274835
5676,16364565,18,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,kawasaki,ex250,2006,japan,1,0.9129346698147237
5677,16279528,27,w - white,2 - female,1,k - fatal injury,mc - motorcycle,blk - black,suzuki,gsx,2,japan,1,0.9186975666775824
5678,16279742,61,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,fld,2012,usa,1,0.9380241477407254
5679,16284638,24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,flt,2015,usa,1,0.9110629702960164
5680,16285650,41,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2008,usa,1,0.9482735495207982
5681,16279375,27,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,triumph motorcycle,bonneville,2013,Other,1,0.778013675157602
5682,16289274,25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,xg500,2017,usa,1,0.8886157216512527
5683,16358291,25,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,gsx-r600,2007,japan,1,0.8123161575874494
5684,16282021,63,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,gsx1300,2,japan,1,0.967986784121042
5685,16298707,64,w - white,1 - male,1,k - fatal injury,mc - motorcycle,whi - white,suzuki,gsx,2012,japan,1,0.9211500018285189
5686,16279393,27,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,honda,cbr650,2014,japan,1,0.9283878435766495
5687,16283086,54,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,yel - yellow,harley-davidson,fld,2007,usa,1,0.9580129595174676
5688,16285519,36,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,vtx1300,2003,japan,1,0.9211093003765093
5689,16287830,57,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,xls,1997,usa,1,0.9238544540075837
5690,16290300,30,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,red - red,harley-davidson,fld,1991,usa,0,0.904031088082872
5691,16291324,38,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,mul - multicolored,hyosung,gt650,2008,Other,1,0.9741674039638339
5692,16279224,22,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,gsx,2005,japan,1,0.9026670959191085
