person_age,person_ethnicity,person_gender,has_motocycle_endorsment,person_injury_severity,vehicle_body_style,vehicle_color,vehicle_make,vehicle_model,vehicle_model_year
21,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,gry - gray,yamaha,yzfr1,2003
34,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flt,2016
26,h - hispanic,1 - male,1,n - not injured,mc - motorcycle,sil - silver,harley-davidson,xl883,2014
26,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,grn - green,kawasaki,ninja zx,2007
50,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xr1200,2016
40,w - white,1 - male,1,n - not injured,mc - motorcycle,blu - blue,harley-davidson,fltru,2016
22,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gsx-r1000,2014
35,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,honda,vt1100,201
48,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,gld - gold,harley-davidson,fld,2014
31,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,ninja zx,2016
59,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,honda,gl1800,2008
45,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,gry - gray,harley-davidson,fld,2016
22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2011
40,w - white,1 - male,0,k - fatal injury,mc - motorcycle,gry - gray,harley-davidson,flhx,2018
71,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,flhtcu,2012
74,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blu - blue,harley-davidson,fltrse3,2016
37,98 - other,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr1000,2016
34,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,gry - gray,yamaha,yzfr1,2014
52,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,yel - yellow,harley-davidson,fxdwg,1995
32,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2006
49,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhr,2013
49,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,whi - white,harley-davidson,fls,2008
56,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,tan - tan,honda,vtx1300,2007
63,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,flhx,2016
18,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx,2011
34,98 - other,1 - male,0,n - not injured,mc - motorcycle,blk - black,suzuki,dl1000,2001
28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,yamaha,yzfr1,2009
55,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2007
19,w - white,1 - male,1,n - not injured,mc - motorcycle,blk - black,honda,vt750,2006
28,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,ex650,2015
52,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,ong - orange,honda,cbr250,2013
29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,harley-davidson,fxdl,2003
74,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fxlr,2018
46,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,vl800,2013
28,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,ninja zx,2013
23,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,zr750,2006
22,w - white,1 - male,0,n - not injured,mc - motorcycle,grn - green,kawasaki,ninja zx,2009
44,w - white,1 - male,0,n - not injured,mc - motorcycle,ple - purple,suzuki,gsx,2003
29,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cmx250,2017
41,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,vf700,1987
47,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2017
21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,vn900,2007
31,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2014
57,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,1999
49,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,flhrc,2007
27,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,victory motorcycles,cross country,2013
39,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr6,2008
31,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2014
18,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,kawasaki,ex650,2008
68,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,yamaha,yzfr1,2002
40,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2007
59,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2009
48,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2008
22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr6,2002
42,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,gry - gray,suzuki,gsx,2007
45,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2001
24,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx-r600,2001
63,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,xl1200,2011
52,w - white,1 - male,0,n - not injured,mc - motorcycle,blu - blue,triumph motorcycle,trophy,2015
22,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,honda,cbr600,2007
31,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,suzuki,gz250,2005
70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2007
40,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,honda,vt750,2004
31,w - white,1 - male,0,n - not injured,mc - motorcycle,pnk - pink,harley-davidson,fld,2009
53,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,sil - silver,harley-davidson,fld,2005
27,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,gry - gray,harley-davidson,fld,2014
50,b - black,2 - female,0,b - suspected minor injury,mc - motorcycle,red - red,suzuki,gsx1300,2005
74,w - white,1 - male,1,n - not injured,mc - motorcycle,gry - gray,bmw,r1200,2015
25,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,suzuki,gsx-r1000,2016
58,w - white,1 - male,1,n - not injured,mc - motorcycle,red - red,harley-davidson,mt500,2008
60,98 - other,1 - male,1,n - not injured,mc - motorcycle,sil - silver,harley-davidson,fld,2007
42,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,yzfr1,2007
39,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,fld,2004
41,h - hispanic,2 - female,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fxs,2017
47,b - black,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2017
70,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flstf,2016
24,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2009
58,h - hispanic,2 - female,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yw50,2012
52,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,harley-davidson,flhs,2013
23,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,yamaha,fz1,201
58,h - hispanic,1 - male,1,k - fatal injury,mc - motorcycle,red - red,ducati,multistrada,2016
25,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,yel - yellow,kawasaki,ninja zx,2008
42,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2003
30,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,suzuki,gsx,2007
33,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,ong - orange,harley-davidson,fls,2016
43,98 - other,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,xls,2016
45,w - white,2 - female,0,a - suspected serious injury,mc - motorcycle,ple - purple,polaris,sportsman,2006
46,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,kawasaki,ninja zx,2017
25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xvs1100,2005
24,h - hispanic,1 - male,0,n - not injured,mc - motorcycle,grn - green,kawasaki,ninja zx,2014
40,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr1000,2004
21,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,honda,sh150,2007
36,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,fxdwg,2007
38,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,wr500,2005
28,98 - other,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2007
30,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx750,2005
47,b - black,1 - male,0,a - suspected serious injury,mc - motorcycle,grn - green,kawasaki,zx600,2
25,b - black,1 - male,0,n - not injured,mc - motorcycle,mul - multicolored,yamaha,yzfr1,2012
72,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,whi - white,honda,st1100,2019
66,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,indian motorcycle co.,scout,2016
49,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2016
27,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,kawasaki,ninja zx,2013
72,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xr1200,2018
27,w - white,2 - female,1,a - suspected serious injury,mc - motorcycle,blk - black,yamaha,yzfr6,2009
28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2008
33,w - white,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,yamaha,yzfr1,2009
25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr600,2015
63,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,ong - orange,harley-davidson,fld,2008
20,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,flhtcuse6,1996
59,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,ong - orange,harley-davidson,fld,2015
29,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,gld - gold,harley-davidson,fld,2006
25,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ex250,2012
67,w - white,1 - male,0,k - fatal injury,mc - motorcycle,red - red,honda,cbr600,2003
67,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,honda,cbr600,2004
27,b - black,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,2007
44,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,yamaha,xvs1100,2
18,w - white,1 - male,1,n - not injured,mc - motorcycle,blu - blue,yamaha,yzfr1,2008
56,w - white,1 - male,1,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,flhtc,2009
27,h - hispanic,1 - male,0,k - fatal injury,mc - motorcycle,ong - orange,ktm,390,2015
56,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,harley-davidson,fld,2007
39,98 - other,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,flhr,2013
41,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,harley-davidson,fld,2002
43,98 - other,1 - male,1,n - not injured,mc - motorcycle,gld - gold,harley-davidson,fxdwg,2011
25,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,sil - silver,honda,cbr600,2005
50,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,vulcan 2000,2011
44,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,yamaha,xvs1100,2
28,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,yamaha,yzfr1,2003
51,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,victory motorcycles,vision,201
23,98 - other,1 - male,0,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2015
58,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,yamaha,yzfr1,2009
32,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,yamaha,yzfr1,2003
21,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blu - blue,kawasaki,ninja zx,2007
31,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,red - red,ducati,848,2014
57,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,harley-davidson,fld,201
18,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,dl1000,2002
31,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,suzuki,gsx1300,2006
58,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,kawasaki,ninja zx,2005
52,w - white,2 - female,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx,2
52,w - white,1 - male,1,n - not injured,mc - motorcycle,red - red,harley-davidson,fltr,2016
33,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flhr,2012
42,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,whi - white,kawasaki,ninja zx,2011
24,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,flhr,1998
57,w - white,1 - male,0,n - not injured,mc - motorcycle,blk - black,harley-davidson,xls,2011
59,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,red - red,harley-davidson,fld,2007
30,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blu - blue,suzuki,gsx,2004
22,a - asian,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,cbr500,2013
29,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,99 - unknown,hyosung,gt250,2007
65,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,sil - silver,honda,cbr600,2007
58,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,mar - maroon,harley-davidson,fld,2017
60,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,vl800,2003
46,w - white,2 - female,1,b - suspected minor injury,mc - motorcycle,ple - purple,harley-davidson,xlx,2001
57,h - hispanic,2 - female,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2003
22,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,blu - blue,kawasaki,kaf300,2007
22,98 - other,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,xlx,2005
22,h - hispanic,1 - male,0,a - suspected serious injury,mc - motorcycle,red - red,kawasaki,ninja zx,2003
45,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,bro - brown,harley-davidson,flst,1996
31,b - black,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,suzuki,gsx-r750,2002
70,b - black,1 - male,1,a - suspected serious injury,mc - motorcycle,blu - blue,kawasaki,zg1000,2006
41,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,harley-davidson,fld,2016
38,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,mar - maroon,honda,ctx1300,2006
53,w - white,1 - male,0,k - fatal injury,mc - motorcycle,blk - black,yamaha,xvs650,1998
67,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,fld,2002
31,w - white,1 - male,1,b - suspected minor injury,mc - motorcycle,sil - silver,harley-davidson,fld,2001
58,w - white,2 - female,1,k - fatal injury,mc - motorcycle,red - red,honda,cbr600,201
29,h - hispanic,1 - male,0,b - suspected minor injury,mc - motorcycle,whi - white,harley-davidson,xl1200,2017
16,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,red - red,honda,xr200,1997
47,h - hispanic,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,flstc,2008
24,b - black,1 - male,0,n - not injured,mc - motorcycle,sil - silver,harley-davidson,fld,2013
33,w - white,1 - male,0,b - suspected minor injury,mc - motorcycle,blk - black,triumph motorcycle,thunderbird,201
27,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,honda,cbr1000,2014
41,h - hispanic,1 - male,1,b - suspected minor injury,mc - motorcycle,blk - black,honda,cbr600,201
48,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,gry - gray,harley-davidson,fld,2017
34,w - white,1 - male,1,a - suspected serious injury,mc - motorcycle,blk - black,harley-davidson,mt500,2006
